Original_Video_Frame,Output_Video_Frame,Wheel_ID,Confidence,Wheel_X1,Wheel_Y1,Wheel_X2,Wheel_Y2,Wheel_Well_Y,Clearance_Distance_px
1520,380,Wheel_2,0.89,99,161,218,276,149,12
1524,381,Wheel_1,0.9,611,146,740,272,135,11
1524,381,Wheel_2,0.9,106,160,225,276,148,12
1528,382,Wheel_1,0.9,618,145,747,272,135,10
1528,382,Wheel_2,0.89,113,160,232,276,148,12
1532,383,Wheel_1,0.9,625,146,755,272,135,11
1532,383,Wheel_2,0.89,119,160,238,276,148,12
1536,384,Wheel_1,0.9,632,146,763,272,135,11
1536,384,Wheel_2,0.89,125,159,245,276,137,22
1540,385,Wheel_1,0.9,640,145,770,273,134,11
1540,385,Wheel_2,0.89,132,159,250,276,147,12
1544,386,Wheel_1,0.9,648,145,777,273,134,11
1544,386,Wheel_2,0.89,138,159,257,276,146,13
1548,387,Wheel_1,0.9,656,145,785,273,134,11
1548,387,Wheel_2,0.9,145,158,264,275,146,12
1552,388,Wheel_1,0.9,662,145,793,273,133,12
1552,388,Wheel_2,0.89,152,158,269,275,145,13
1556,389,Wheel_1,0.9,670,145,799,273,133,12
1556,389,Wheel_2,0.89,159,157,276,275,134,23
1560,390,Wheel_1,0.9,678,144,808,273,133,11
1560,390,Wheel_2,0.89,165,156,283,275,144,12
1564,391,Wheel_1,0.9,685,144,815,273,132,12
1564,391,Wheel_2,0.89,172,155,289,275,133,22
1568,392,Wheel_1,0.9,693,144,821,272,132,12
1568,392,Wheel_2,0.89,178,155,296,274,143,12
1572,393,Wheel_1,0.9,700,143,829,272,132,11
1572,393,Wheel_2,0.89,185,154,303,274,142,12
1576,394,Wheel_1,0.9,706,143,837,272,132,11
1576,394,Wheel_2,0.89,191,154,309,273,131,23
1580,395,Wheel_1,0.9,714,143,845,272,132,11
1580,395,Wheel_2,0.89,199,153,314,273,141,12
1584,396,Wheel_1,0.9,722,142,852,272,131,11
1584,396,Wheel_2,0.89,205,153,321,272,141,12
1588,397,Wheel_1,0.9,728,142,860,272,131,11
1588,397,Wheel_2,0.9,211,152,328,272,140,12
1592,398,Wheel_1,0.89,737,143,869,272,131,12
1592,398,Wheel_2,0.89,218,152,334,271,139,13
1596,399,Wheel_1,0.9,743,143,876,272,131,12
1596,399,Wheel_2,0.9,224,152,341,271,139,13
1600,400,Wheel_1,0.9,750,142,883,272,130,12
1600,400,Wheel_2,0.9,231,151,348,271,138,13
1604,401,Wheel_1,0.9,758,142,891,272,130,12
1604,401,Wheel_2,0.89,237,150,355,270,138,12
1608,402,Wheel_1,0.9,765,142,899,272,130,12
1608,402,Wheel_2,0.89,244,149,362,269,137,12
1612,403,Wheel_1,0.9,772,142,906,272,130,12
1612,403,Wheel_2,0.9,250,150,369,269,137,13
1616,404,Wheel_1,0.9,780,142,914,272,130,12
1616,404,Wheel_2,0.9,257,149,376,269,136,13
1620,405,Wheel_1,0.9,787,142,922,272,130,12
1620,405,Wheel_2,0.89,264,149,383,268,136,13
1624,406,Wheel_1,0.9,795,142,929,273,129,13
1624,406,Wheel_2,0.9,270,148,389,268,135,13
1628,407,Wheel_1,0.9,802,142,936,272,129,13
1628,407,Wheel_2,0.91,277,148,396,268,135,13
1632,408,Wheel_1,0.9,809,142,943,272,129,13
1632,408,Wheel_2,0.9,283,148,403,268,134,14
1636,409,Wheel_1,0.9,816,142,952,272,129,13
1636,409,Wheel_2,0.9,290,147,410,267,134,13
1640,410,Wheel_1,0.9,823,142,960,272,129,13
1640,410,Wheel_2,0.91,297,147,416,268,133,14
1644,411,Wheel_1,0.9,831,142,962,272,130,12
1644,411,Wheel_2,0.9,303,146,425,268,133,13
1648,412,Wheel_1,0.9,838,142,962,272,130,12
1648,412,Wheel_2,0.9,310,146,432,267,133,13
1652,413,Wheel_1,0.89,846,142,962,272,131,11
1652,413,Wheel_2,0.91,317,145,439,267,132,13
1656,414,Wheel_1,0.89,852,141,962,272,132,9
1656,414,Wheel_2,0.9,323,145,446,267,132,13
1660,415,Wheel_1,0.89,859,142,962,273,133,9
1660,415,Wheel_2,0.9,330,144,453,266,132,12
1664,416,Wheel_1,0.87,867,144,962,275,134,10
1664,416,Wheel_2,0.91,337,143,461,266,131,12
1668,417,Wheel_1,0.87,875,144,962,277,136,8
1668,417,Wheel_2,0.9,344,143,468,266,131,12
1672,418,Wheel_1,0.85,884,146,962,278,138,8
1672,418,Wheel_2,0.9,351,142,475,266,131,11
1676,419,Wheel_1,0.84,893,149,962,278,140,9
1676,419,Wheel_2,0.91,358,142,483,266,131,11
1680,420,Wheel_1,0.84,897,149,962,278,133,16
1680,420,Wheel_2,0.9,364,141,491,265,131,10
1684,421,Wheel_1,0.84,902,150,962,277,149,1
1684,421,Wheel_2,0.9,372,140,499,266,131,9
1688,422,Wheel_1,0.8,907,150,962,277,141,9
1688,422,Wheel_2,0.9,379,140,506,266,131,9
1692,423,Wheel_2,0.9,385,139,513,265,131,8
1696,424,Wheel_2,0.9,393,139,520,265,131,8
